gene_id,gene_symbol,chromosome,loeuf,loeuf_quintile,analysis_stratum,mutation_rate_correction,mu_snp_PTV,mu_snp_Mis2,mu_snp_Mis1,mu_snp_Mis0,mu_snp_Syn,corrected_mu_snp_PTV,corrected_mu_snp_Mis2,corrected_mu_snp_Mis1,corrected_mu_snp_Mis0,corrected_mu_snp_Syn
ENSG00000141127,PRPSAP2,17,0.772,3,LOEUF3,0.941625243637504,9.6802e-07,1.3707e-06,3.4606e-06,7.1141e-06,4.7126e-06,9.11512068345977e-07,1.29068572145393e-06,3.25858831813195e-06,6.69881614576157e-06,4.4375031231661e-06
ENSG00000141161,UNC45B,17,0.909,3,LOEUF3,0.960939030654448,3.0965e-06,0,1.9197e-06,3.0522e-05,1.3855e-05,2.9755477084215e-06,0,1.84471465714734e-06,2.93297810936351e-05,1.33138102697174e-05
ENSG00000141179,PCTP,17,1.675,5,LOEUF5,1.01949903150912,9.7692e-07,0,6.8734e-08,6.4123e-06,2.7537e-06,9.95968993861892e-07,0,7.0074246431748e-08,6.53733363974595e-06,2.80739448306667e-06
ENSG00000141194,OR4D1,17,1.654,5,LOEUF5,0.95057621968538,6.3714e-07,0,0,8.0128e-06,3.1083e-06,6.05650132610343e-07,0,0,7.61677713309501e-06,2.95467606364807e-06
ENSG00000141198,TOM1L1,17,0.981,3,LOEUF3,0.932393275630754,1.5665e-06,0,2.3968e-07,1.1579e-05,4.8076e-06,1.46059406627558e-06,0,2.23476020303179e-07,1.07961817385285e-05,4.48257391192241e-06
ENSG00000141200,KIF2B,17,1.38,4,LOEUF4,1.03372219004077,9.5823e-07,0,8.0466e-09,1.9145e-05,8.1601e-06,9.90543614162772e-07,0,8.3179489743821e-09,1.97906113283306e-05,8.43527644295173e-06
ENSG00000141219,C17orf80,17,1.028,3,LOEUF3,0.964140597873303,1.3306e-06,0,2.5327e-08,1.5703e-05,5.7003e-06,1.28288547953022e-06,0,2.44187889223372e-08,1.51398998084045e-05,5.49589065005719e-06
ENSG00000141232,TOB1,17,0.31,1,LOEUF1_mu2,0.971956892888146,4.9526e-07,9.5769e-07,1.64e-06,6.8172e-06,3.7533e-06,4.81371370771783e-07,9.30833396750049e-07,1.59400930433656e-06,6.62602453019707e-06,3.64804580607708e-06
ENSG00000141252,VPS53,17,0.611,2,LOEUF2,0.99326715843635,3.1271e-06,9.523e-07,3.0794e-06,2.4824e-05,1.244e-05,3.10604573114631e-06,9.45888314978936e-07,3.0586668876889e-06,2.46568639410239e-05,1.23562434509482e-05
ENSG00000141255,SPATA22,17,0.766,3,LOEUF3,0.967253633711204,1.5623e-06,0,2.5992e-07,9.3013e-06,3.5139e-06,1.51114035194701e-06,0,2.51408564474216e-07,8.99671622323802e-06,3.3988325434978e-06
ENSG00000141258,SGSM2,17,0.604,2,LOEUF2,1.03612887631536,3.3384e-06,0,2.4997e-06,4.2395e-05,1.949e-05,3.45901264069121e-06,0,2.59001135212551e-06,4.39266837113898e-05,2.01941517993864e-05
ENSG00000141279,NPEPPS,17,0.062,1,LOEUF1_mu2,0.907550351462998,3.3364e-06,5.0521e-06,7.6394e-06,1.4812e-05,9.5807e-06,3.02795099262115e-06,4.58503513062621e-06,6.93314015496642e-06,1.34426358058699e-05,8.69496765226154e-06
ENSG00000141293,SKAP1,17,0.879,3,LOEUF3,0.964559464986241,1.7386e-06,5.6269e-08,3.9e-07,9.8147e-06,3.8305e-06,1.67698308582508e-06,5.42747965353108e-08,3.76178191344634e-07,9.46686178100046e-06,3.6947450306298e-06
ENSG00000141294,LRRC46,17,0.918,3,LOEUF3,0.949393254784525,1.0697e-06,0,1.6398e-07,9.241e-06,4.2697e-06,1.01556596464301e-06,0,1.55681505919566e-07,8.77334306746379e-06,4.05362437995348e-06
ENSG00000141295,SCRN2,17,1.391,4,LOEUF4,1.00065330274917,8.0692e-07,0,6.3231e-08,1.5306e-05,6.6687e-06,8.07447163054363e-07,0,6.3272308986133e-08,1.53159994518788e-05,6.67305668004341e-06
ENSG00000141298,SSH2,17,0.278,1,LOEUF1_mu1,0.932099709152495,3.9407e-06,4.9422e-06,5.4964e-06,2.9583e-05,1.5475e-05,3.67312532385724e-06,4.60662318257346e-06,5.12319284138577e-06,2.75743056958583e-05,1.44242429991349e-05
ENSG00000141314,RHBDL3,17,1.046,3,LOEUF3,0.930641305515119,1.3739e-06,0,1.0257e-06,1.4547e-05,7.2922e-06,1.27860808964722e-06,0,9.54558787066857e-07,1.35380390713284e-05,6.78642252807735e-06
ENSG00000141316,SPACA3,17,1.388,4,LOEUF4,1.00309057706708,6.0319e-07,0,7.3658e-08,7.6075e-06,3.268e-06,6.05054205181089e-07,0,7.38856457256066e-08,7.63101156503777e-06,3.2781000058552e-06
ENSG00000141337,ARSG,17,1.147,4,LOEUF4,0.916835598813556,1.1676e-06,1.8466e-08,3.871e-07,1.8042e-05,8.2963e-06,1.07049724517471e-06,1.69302861676911e-08,3.54907060300727e-07,1.65415478737942e-05,7.6063431784369e-06
ENSG00000141338,ABCA8,17,1.186,4,LOEUF4,0.927631920520556,4.8581e-06,0,2.7691e-07,4.0647e-05,1.8145e-05,4.50652863308091e-06,0,2.56870555111347e-07,3.77054546733991e-05,1.68318811978455e-05
ENSG00000141349,G6PC3,17,1.031,3,LOEUF3,1.01976684643066,8.6492e-07,8.1578e-09,3.8347e-07,1.0782e-05,4.3272e-06,8.8201674081481e-07,8.31905397981207e-09,3.91049992600767e-07,1.09951261382154e-05,4.41273509787477e-06
ENSG00000141367,CLTC,17,0.104,1,LOEUF1_mu1,0.927213958814872,5.2194e-06,1.3454e-05,2.4443e-05,1.1034e-05,1.6327e-05,4.83950053663834e-06,1.24747366018953e-05,2.26638907953119e-05,1.02308788215633e-05,1.51386223055704e-05
ENSG00000141371,C17orf64,17,1.838,5,LOEUF5,0.963951801002182,8.6113e-07,0,9.3227e-08,7.2226e-06,3.4809e-06,8.30087814397009e-07,0,8.98663345520304e-08,6.96223827791836e-06,3.3554198241085e-06
ENSG00000141376,BCAS3,17,0.467,2,LOEUF2,0.955679210044906,4.2362e-06,7.4196e-07,6.828e-06,2.4215e-05,1.2066e-05,4.04844826959223e-06,7.09075746684918e-07,6.52537764618662e-06,2.31417720712374e-05,1.15312253484018e-05
ENSG00000141378,PTRH2,17,1.703,5,LOEUF5,0.955917644008295,4.6654e-07,6.2111e-09,2.6738e-07,4.5141e-06,1.6555e-06,4.4597381763563e-07,5.93730007869992e-09,2.55593259654938e-07,4.31510783681784e-06,1.58252165965573e-06
ENSG00000141380,SS18,18,0.383,1,LOEUF1_mu2,1.00603714261687,1.6824e-06,6.6772e-09,3.793e-07,1.0935e-05,4.5132e-06,1.69255688873862e-06,6.71751120868137e-09,3.81589888194579e-07,1.10010161545155e-05,4.54044683205846e-06
ENSG00000141384,TAF4B,18,0.413,1,LOEUF1_mu2,0.966578709067739,2.5941e-06,1.0227e-07,1.3769e-06,2.0557e-05,8.8805e-06,2.50740182919262e-06,9.88520045763577e-08,1.33088222451537e-06,1.98699585223055e-05,8.58370222587606e-06
ENSG00000141385,AFG3L2,18,0.7,2,LOEUF2,0.994653936827646,3.1742e-06,2.4293e-06,4.8606e-06,1.7681e-05,1.0586e-05,3.15723052627831e-06,2.4163128087354e-06,4.83461492534445e-06,1.75864762570496e-05,1.05294065752575e-05
ENSG00000141391,PRELID3A,18,1.855,5,LOEUF5,1.02998049113242,6.3084e-07,0,2.4364e-07,6.2168e-06,2.7601e-06,6.49752893025977e-07,0,2.50944446859503e-07,6.40318271727204e-06,2.8428491535746e-06
ENSG00000141401,IMPA2,18,0.924,3,LOEUF3,0.933297907175245,1.0487e-06,3.1751e-08,8.7525e-07,1.1326e-05,5.827e-06,9.7874951525468e-07,2.96331418507212e-08,8.16868993255133e-07,1.05705320966668e-05,5.43832690511015e-06
ENSG00000141404,GNAL,18,0.206,1,LOEUF1_mu2,1.46264976059685,1.6089e-06,2.9021e-06,5.4506e-06,6.5516e-06,6.8468e-06,2.35325719982427e-06,4.24475587022812e-06,7.97231878510918e-06,9.58269617152631e-06,1.00144703808545e-05
ENSG00000141424,SLC39A6,18,0.8,3,LOEUF3,0.957640022680809,2.0157e-06,1.6076e-06,5.437e-06,1.4229e-05,8.2861e-06,1.93031499371771e-06,1.53950210046167e-06,5.20668880331556e-06,1.36262598827252e-05,7.93510099193545e-06
ENSG00000141425,RPRD1A,18,0.578,2,LOEUF2,0.991309743256585,1.2231e-06,1.0217e-06,1.4951e-06,5.9615e-06,3.2589e-06,1.21247094697713e-06,1.01282116468525e-06,1.48210719714292e-06,5.90969303442413e-06,3.23057932229888e-06
ENSG00000141428,C18orf21,18,1.551,5,LOEUF5,0.9950856440851,6.6869e-07,0,4.2458e-08,5.4221e-06,2.3634e-06,6.65403819343266e-07,0,4.22493462765652e-08,5.39545387079382e-06,2.35178541123073e-06
ENSG00000141429,GALNT1,18,0.587,2,LOEUF2,0.960645009360448,1.9405e-06,3.7143e-06,2.804e-06,8.4741e-06,4.9975e-06,1.86413164066395e-06,3.56812375826751e-06,2.6936486062467e-06,8.14060187382138e-06,4.80082343427884e-06
ENSG00000141431,ASXL3,18,0.199,1,LOEUF1_mu1,0.977155641418936,4.4467e-06,1.6538e-06,4.5013e-06,5.4018e-05,2.4958e-05,4.34511799069758e-06,1.61601999977864e-06,4.39847068871906e-06,5.27839934381681e-05,2.43878504985338e-05
ENSG00000141433,ADCYAP1,18,0.752,3,LOEUF3,1.17017343242037,3.6169e-07,2.9219e-07,1.0403e-06,3.8991e-06,2.6056e-06,4.23240028772124e-07,3.41912975218909e-07,1.21733142174691e-06,4.56262323035027e-06,3.04900389551452e-06
ENSG00000141434,MEP1B,18,1.279,4,LOEUF4,0.935471407024075,2.4735e-06,0,5.2058e-07,1.8793e-05,7.1033e-06,2.31388852527405e-06,0,4.86987705068593e-07,1.75803141522034e-05,6.64493404551411e-06
ENSG00000141437,SLC25A52,18,1.76,5,LOEUF5,0.910512427004014,4.2709e-07,0,1.0296e-07,8.3005e-06,2.9356e-06,3.88870752449144e-07,0,9.37463594843333e-08,7.55770840034682e-06,2.67290028071298e-06
ENSG00000141441,GAREM1,18,0.436,2,LOEUF2,0.982724058310809,2.289e-06,4.7651e-07,3.2836e-06,2.4958e-05,1.2609e-05,2.24945536947344e-06,4.68277841025684e-07,3.22687271786937e-06,2.45268270473212e-05,1.2391167651241e-05
ENSG00000141446,ESCO1,18,0.17,1,LOEUF1_mu2,0.982221873235508,2.1949e-06,2.2403e-06,3.321e-06,1.5342e-05,7.3752e-06,2.15587878956462e-06,2.20047166260951e-06,3.26195884101512e-06,1.50692479791792e-05,7.24408275948652e-06
ENSG00000141447,OSBPL1A,18,0.522,2,LOEUF2,0.940935417643109,4.0011e-06,1.6023e-06,3.5405e-06,2.0158e-05,1.0036e-05,3.76477669953184e-06,1.50766081968955e-06,3.33138184616543e-06,1.89673761488498e-05,9.44322785146624e-06
ENSG00000141448,GATA6,18,0.174,1,LOEUF1_mu2,1.25177239477982,1.1496e-06,1.581e-06,2.9214e-06,1.3827e-05,9.163e-06,1.43903754503888e-06,1.97905215614689e-06,3.65692787410976e-06,1.73082569026205e-05,1.14699904533675e-05
ENSG00000141449,GREB1L,18,0.075,1,LOEUF1_mu1,0.892414133793284,5.5242e-06,4.8182e-06,2.3659e-05,2.9764e-05,2.4556e-05,4.92987415790086e-06,4.2998297794428e-06,2.11136259914153e-05,2.65618142782233e-05,2.19141214694279e-05
ENSG00000141452,RMC1,18,0.297,1,LOEUF1_mu2,1.00013356388314,3.0811e-06,3.6066e-07,2.1225e-06,1.8086e-05,8.9441e-06,3.08151152368034e-06,3.60708171150093e-07,2.12278348934196e-06,1.80884156363904e-05,8.94529460872718e-06
ENSG00000141456,PELP1,17,0.158,1,LOEUF1_mu1,1.16147323053548,2.4497e-06,6.1548e-07,2.864e-06,3.4886e-05,1.6897e-05,2.84526097284277e-06,7.1486354392998e-07,3.32645933225363e-06,4.05191551204609e-05,1.96254131763581e-05
ENSG00000141458,NPC1,18,0.486,2,LOEUF2,0.997384080284568,3.455e-06,2.551e-07,2.6054e-06,3.9568e-05,2.0293e-05,3.44596199738318e-06,2.54432678880593e-07,2.59858448277341e-06,3.94644932886998e-05,2.02399151412147e-05
ENSG00000141469,SLC14A1,18,1.496,5,LOEUF5,0.939945865984974,9.716e-07,0,1.5952e-07,1.2534e-05,5.5573e-06,9.13251403391001e-07,0,1.49940164541923e-07,1.17812814842557e-05,5.2235611610383e-06
ENSG00000141480,ARRB2,17,0.444,2,LOEUF2,0.913681215184449,1.513e-06,2.2193e-06,4.8531e-06,1.0039e-05,7.1985e-06,1.38239967857407e-06,2.02773272085885e-06,4.43418630541165e-06,9.17244571923668e-06,6.57713422750525e-06
ENSG00000141485,SLC13A5,17,0.669,2,LOEUF2,0.968328402314763,1.3686e-06,4.4901e-08,1.2485e-06,1.8815e-05,9.7616e-06,1.32525425140798e-06,4.34789135923352e-08,1.20895801028998e-06,1.82190988895523e-05,9.45243453203579e-06
ENSG00000141497,ZMYND15,17,0.886,3,LOEUF3,1.00454724128508,3.1116e-06,1.7215e-08,4.955e-07,2.5969e-05,1.0343e-05,3.12574919598266e-06,1.72932807587227e-08,4.97753158056758e-07,2.60870873089323e-05,1.03900321166116e-05
ENSG00000141499,WRAP53,17,0.69,2,LOEUF2,0.951691385955387,1.2521e-06,1.9021e-07,1.7746e-06,1.7402e-05,8.0909e-06,1.19161278435474e-06,1.81021218522574e-07,1.68887153351643e-06,1.65613334983956e-05,7.70003983462644e-06
ENSG00000141503,MINK1,17,0.132,1,LOEUF1_mu1,1.23037520564834,5.5633e-06,1.1421e-05,1.3517e-05,3.2778e-05,2.2919e-05,6.84494638158342e-06,1.40521152237097e-05,1.66309816547486e-05,4.03292384907413e-05,2.81989693382543e-05
ENSG00000141504,SAT2,17,1.548,5,LOEUF5,0.964126183146886,5.9232e-07,0,2.7048e-08,5.0354e-06,2.0554e-06,5.71071220801564e-07,0,2.6077685001757e-08,4.85476098261783e-06,1.98166495684011e-06
ENSG00000141505,ASGR1,17,1.737,5,LOEUF5,0.930483362074097,9.2611e-07,0,6.0046e-07,7.599e-06,4.3095e-06,8.61729946450441e-07,0,5.58718039591012e-07,7.07074306840106e-06,4.00991804885832e-06
ENSG00000141506,PIK3R5,17,0.391,1,LOEUF1_mu1,0.945785019822647,2.6348e-06,6.0909e-07,5.4204e-06,2.8155e-05,1.4952e-05,2.49195437022871e-06,5.76068197723776e-07,5.12653312144667e-06,2.66285772331066e-05,1.41413776163882e-05
ENSG00000141510,TP53,17,0.469,2,LOEUF2,0.930526792323349,1.61e-06,7.0006e-08,2.0425e-06,1.3626e-05,5.898e-06,1.49814813564059e-06,6.51424586233883e-08,1.90060097332044e-06,1.26793580721979e-05,5.48824702112311e-06
ENSG00000141519,CCDC40,17,0.845,3,LOEUF3,0.933788959014698,3.2641e-06,0,1.1855e-07,4.3177e-05,2.0564e-05,3.04798054111987e-06,0,1.10700681091192e-07,4.03182058833776e-05,1.92024361531782e-05
ENSG00000141522,ARHGDIA,17,0.87,3,LOEUF3,1.37513544044674,6.8202e-07,4.1946e-07,1.1346e-06,6.8158e-06,3.8436e-06,9.37869873093486e-07,5.7681431184979e-07,1.56022867073087e-06,9.3726481349969e-06,5.28547057890109e-06
ENSG00000141524,TMC6,17,0.753,3,LOEUF3,1.13801270108626,2.1664e-06,0,1.0535e-07,3.4237e-05,1.644e-05,2.46539071563328e-06,0,1.19889638059438e-07,3.89621408470903e-05,1.87089288058581e-05
ENSG00000141526,SLC16A3,17,1.17,4,LOEUF4,1.30581010800286,6.6485e-07,0,2.755e-06,2.0837e-05,1.3001e-05,8.68167850305698e-07,0,3.59750684754787e-06,2.72091652204555e-05,1.69768372141451e-05
ENSG00000141527,CARD14,17,0.995,3,LOEUF3,1.11219286528869,3.1856e-06,0,6.4741e-07,4.3616e-05,2.0222e-05,3.54300159166364e-06,0,7.20044782916548e-07,4.85094040124313e-05,2.24907641218678e-05
ENSG00000141540,TTYH2,17,0.652,2,LOEUF2,0.925089183856376,1.9953e-06,0,1.2847e-07,1.9189e-05,9.8157e-06,1.84583044854863e-06,0,1.18846207450029e-07,1.775153634902e-05,9.08039790197903e-06
ENSG00000141542,RAB40B,17,1.341,4,LOEUF4,1.04358809614251,6.665e-07,0,9.8251e-07,1.2078e-05,5.5495e-06,6.95551466078982e-07,0,1.02533574034098e-06,1.26044570252092e-05,5.79139213954285e-06
ENSG00000141543,EIF4A3,17,0.119,1,LOEUF1_mu2,0.957086304320879,1.7197e-06,4.4047e-06,7.218e-06,3.1915e-06,5.8369e-06,1.64590131754062e-06,4.21567804464218e-06,6.90824894458811e-06,3.05454094024009e-06,5.58641704969054e-06
ENSG00000141551,CSNK1D,17,0.231,1,LOEUF1_mu2,1.19624346417361,1.4161e-06,6.566e-06,3.2197e-06,1.0623e-05,7.8759e-06,1.69400036961625e-06,7.85453458576392e-06,3.85154508159977e-06,1.27076943199163e-05,9.42149389948493e-06
ENSG00000141552,ANAPC11,17,0.735,2,LOEUF2,1.0290952431598,5.0955e-07,1.6336e-07,9.1172e-07,5.4481e-06,3.2524e-06,5.24375481152078e-07,1.68112998922586e-07,9.38246715093657e-07,5.60661379425893e-06,3.34702936885295e-06
ENSG00000141556,TBCD,17,0.493,2,LOEUF2,1.10587208721009,4.8874e-06,5.0018e-08,9.1062e-07,4.785e-05,2.3734e-05,5.40483923903058e-06,5.53135100580742e-08,1.00702924005525e-06,5.29159793730027e-05,2.62467681178442e-05
ENSG00000141560,FN3KRP,17,1.544,5,LOEUF5,0.9839744825809,7.0083e-07,0,6.1298e-07,1.0156e-05,4.6804e-06,6.89598836627172e-07,0,6.0315667833244e-07,9.99324484509162e-06,4.60539416827165e-06
ENSG00000141562,NARF,17,1.287,4,LOEUF4,0.941524701232219,1.6844e-06,0,5.6392e-08,1.6692e-05,7.174e-06,1.58590420675555e-06,0,5.30944609518873e-08,1.57159303129682e-05,6.75449820663994e-06
ENSG00000141564,RPTOR,17,0.101,1,LOEUF1_mu1,0.964489229080748,4.653e-06,1.2663e-05,1.6613e-05,3.4132e-05,3.1481e-05,4.48776838291272e-06,1.22133271078495e-05,1.60230595627185e-05,3.29199463669841e-05,3.0363085420691e-05
ENSG00000141568,FOXK2,17,0.58,2,LOEUF2,1.32509230491163,1.3692e-06,2.4606e-06,4.2521e-06,1.9202e-05,1.3553e-05,1.81431638388501e-06,3.26052212546557e-06,5.63442498971476e-06,2.54444224389132e-05,1.79589760084674e-05
ENSG00000141569,TRIM65,17,1.843,5,LOEUF5,1.27460476039548,1.1376e-06,0,8.3486e-08,1.8289e-05,8.8217e-06,1.4499903754259e-06,0,1.06411653026377e-07,2.33112464628729e-05,1.12441808147808e-05
ENSG00000141570,CBX8,17,0.248,1,LOEUF1_mu2,1.21219184721221,1.7042e-06,2.4178e-06,1.435e-06,1.2195e-05,6.8735e-06,2.06581734601905e-06,2.93083744818969e-06,1.73949530074953e-06,1.47826795767529e-05,8.33200066181315e-06
ENSG00000141574,SECTM1,17,1.032,3,LOEUF3,0.961142488757149,5.4607e-07,0,2.0909e-07,9.1383e-06,4.4732e-06,5.24851078835616e-07,0,2.00965282974232e-07,8.78320840500945e-06,4.29938258070848e-06
ENSG00000141576,RNF157,17,0.74,2,LOEUF2,0.967662343887152,2.7056e-06,0,2.9346e-06,1.9045e-05,1.0701e-05,2.61810723762108e-06,0,2.83970191437124e-06,1.84291293393308e-05,1.03549547419364e-05
ENSG00000141577,CEP131,17,0.776,3,LOEUF3,1.13303855726462,3.5456e-06,0,3.5917e-07,5.0034e-05,2.1686e-05,4.01730150863745e-06,0,4.06953458612735e-07,5.66904511741782e-05,2.45710741528406e-05
ENSG00000141579,ZNF750,17,0.41,1,LOEUF1_mu2,0.945711103769918,1.3401e-06,0,1.0087e-06,2.3968e-05,1.3754e-05,1.26734745016207e-06,0,9.53938790372716e-07,2.26668037351574e-05,1.30073105212514e-05
ENSG00000141580,WDR45B,17,0.551,2,LOEUF2,0.978413255085849,1.3317e-06,1.3585e-07,2.8727e-06,8.1142e-06,5.5577e-06,1.30295293179782e-06,1.32917440703413e-07,2.81068775788512e-06,7.93904083441759e-06,5.43772734779062e-06
ENSG00000141582,CBX4,17,0.285,1,LOEUF1_mu1,1.13699925965604,9.0627e-07,2.7138e-06,5.2027e-06,1.4622e-05,1.2602e-05,1.03042831904848e-06,3.08558859085456e-06,5.91546604821247e-06,1.66252031746906e-05,1.43284646701854e-05
ENSG00000141622,RNF165,18,0.317,1,LOEUF1_mu2,1.00429437981912,1.3019e-06,3.2806e-07,2.2266e-06,8.69e-06,4.5293e-06,1.30749085308651e-06,3.2946881424346e-07,2.23616186610525e-06,8.72731816062814e-06,4.54875053451473e-06
ENSG00000141627,DYM,18,0.905,3,LOEUF3,0.971550106130303,2.5656e-06,0,1.7237e-06,1.5908e-05,7.8727e-06,2.49260895228791e-06,0,1.6746609179368e-06,1.54554190883209e-05,7.64872252053204e-06
ENSG00000141639,MAPK4,18,0.52,2,LOEUF2,1.09633488697279,1.1887e-06,3.0596e-07,1.9611e-06,2.084e-05,1.1192e-05,1.30321328014456e-06,3.35434622018195e-07,2.15002234684234e-06,2.28476190445129e-05,1.22701800549995e-05
ENSG00000141642,ELAC1,18,0.419,1,LOEUF1_mu2,0.932718837956383,6.6175e-07,0,1.1478e-06,8.7974e-06,3.7763e-06,6.17226691017637e-07,0,1.07057468220634e-06,8.20550070503749e-06,3.52222614777469e-06
ENSG00000141644,MBD1,18,0.268,1,LOEUF1_mu2,0.956646393217953,2.9133e-06,1.9923e-06,4.4916e-06,2.249e-05,9.588e-06,2.78699793736186e-06,1.90592660920813e-06,4.29687293977776e-06,2.15149773834718e-05,9.17232561817373e-06
ENSG00000141646,SMAD4,18,0.222,1,LOEUF1_mu2,0.938350113721687,1.6415e-06,7.723e-06,3.5425e-06,5.4372e-06,6.293e-06,1.54030171167415e-06,7.24687792827259e-06,3.32410527785908e-06,5.10199723832756e-06,5.90503726565058e-06
ENSG00000141655,TNFRSF11A,18,0.597,2,LOEUF2,1.00415286074409,1.4365e-06,1.0332e-07,2.6668e-06,1.8652e-05,1.0846e-05,1.44246558445889e-06,1.03749073572079e-07,2.67787484903234e-06,1.87294591585988e-05,1.08910419276304e-05
ENSG00000141664,ZCCHC2,18,0.285,1,LOEUF1_mu1,1.15651013646168,2.8007e-06,0,2.1999e-06,2.9636e-05,1.484e-05,3.23903793918824e-06,0,2.54420664920206e-06,3.42743344041785e-05,1.71626104250914e-05
ENSG00000141665,FBXO15,18,0.424,2,LOEUF2,1.02385933525112,1.2629e-06,0,1.0489e-07,1.4147e-05,6.1212e-06,1.29303195448864e-06,0,1.0739260567449e-07,1.44845380157976e-05,6.26724776293914e-06
ENSG00000141668,CBLN2,18,1.165,4,LOEUF4,1.25854588279958,6.0817e-07,1.5789e-06,2.1901e-06,2.8977e-06,3.3476e-06,7.65409849542222e-07,1.98711809435226e-06,2.75634133791937e-06,3.64688840458835e-06,4.21310819725988e-06
ENSG00000141682,PMAIP1,18,1.848,5,LOEUF5,1.07188585944762,1.2426e-07,0,0,1.5799e-06,6.4716e-07,1.33192536894961e-07,0,0,1.69347246934129e-06,6.9368165280012e-07
ENSG00000141696,P3H4,17,1.256,4,LOEUF4,1.0061244983348,8.9802e-07,0,8.1084e-07,1.4733e-05,7.2252e-06,9.03519921994618e-07,0,8.1580598822979e-07,1.48232322339666e-05,7.2694507253686e-06
ENSG00000141698,NT5C3B,17,1.457,5,LOEUF5,1.03488876234363,7.5164e-07,0,2.863e-07,8.9559e-06,3.8229e-06,7.77863789327964e-07,0,2.9628865265898e-07,9.26836026667329e-06,3.95627624956345e-06
ENSG00000141699,RETREG3,17,0.517,2,LOEUF2,0.986587772082295,1.4337e-06,0,1.9853e-07,1.5026e-05,6.4059e-06,1.41447088883439e-06,0,1.95867270391498e-07,1.48244678633086e-05,6.31998260918197e-06
ENSG00000141736,ERBB2,17,0.397,1,LOEUF1_mu1,0.934101236199788,4.8636e-06,5.1286e-06,7.529e-06,3.4437e-05,2.0254e-05,4.54309477238129e-06,4.79063159997423e-06,7.0328482073482e-06,3.21676442710121e-05,1.89192864379905e-05
ENSG00000141738,GRB7,17,0.731,2,LOEUF2,0.961282657985632,1.885e-06,0,1.1339e-06,2.2842e-05,9.407e-06,1.81201781030292e-06,0,1.08999840588991e-06,2.19576184737078e-05,9.04278596367084e-06
ENSG00000141741,MIEN1,17,0.719,2,LOEUF2,1.02633834465069,1.8094e-07,0,2.1701e-07,2.8492e-06,1.4484e-06,1.85705660081095e-07,0,2.22725684172645e-07,2.92424321157873e-06,1.48654845839205e-06
ENSG00000141744,PNMT,17,1.08,4,LOEUF4,1.01683113638131,6.4691e-07,0,1.1636e-07,9.8906e-06,4.4797e-06,6.57798230436432e-07,0,1.18318471029329e-07,1.0057070037493e-05,4.55509844164735e-06
ENSG00000141748,ARL5C,17,0.759,3,LOEUF3,0.939010439103758,4.9845e-07,0,2.0705e-07,4.7462e-06,2.3314e-06,4.68049753371268e-07,0,1.94422111416433e-07,4.45673134607426e-06,2.1892089377265e-06
ENSG00000141750,STAC2,17,0.953,3,LOEUF3,1.05629113735414,1.3709e-06,0,6.5603e-07,1.4877e-05,6.614e-06,1.44806952019879e-06,0,6.92958674838439e-07,1.57144432504176e-05,6.9863095824603e-06
ENSG00000141753,IGFBP4,17,0.98,3,LOEUF3,1.17283699232009,6.9215e-07,3.2691e-07,1.0793e-06,9.1684e-06,4.1974e-06,8.11779124234353e-07,3.83412141159362e-07,1.26584296581108e-06,1.07530386803876e-05,4.92286599156436e-06
ENSG00000141756,FKBP10,17,0.85,3,LOEUF3,0.943620671569778,1.6189e-06,0,1.3747e-06,2.2862e-05,1.1695e-05,1.52762750520431e-06,0,1.29719533720697e-06,2.15730557934283e-05,1.10356437540086e-05
ENSG00000141759,TXNL4A,18,1.822,5,LOEUF5,1.09464604474422,3.25e-07,2.1797e-06,2.5138e-06,4.2371e-07,2.0277e-06,3.55759964541871e-07,2.38599998372897e-06,2.75172122727801e-06,4.63812475618572e-07,2.21961378492785e-06
ENSG00000141837,CACNA1A,19,0.134,1,LOEUF1_mu1,1.11938310090736,8.7454e-06,2.0386e-05,2.6488e-05,6.5391e-05,5.0316e-05,9.78945297067519e-06,2.28197438950974e-05,2.96502195768341e-05,7.3197580351433e-05,5.63228801052545e-05
ENSG00000141858,SAMD1,19,0.665,2,LOEUF2,1.60956909112441,5.6673e-07,0,1.8805e-06,1.3271e-05,7.6151e-06,9.12191091012936e-07,0,3.02679467585945e-06,2.1360591408312e-05,1.22570295858215e-05
ENSG00000141867,BRD4,19,0.048,1,LOEUF1_mu1,1.22004393191552,3.5759e-06,5.0603e-06,9.5638e-06,3.9268e-05,2.4516e-05,4.3627550961367e-06,6.17378830867209e-06,1.16682561560536e-05,4.79086851184585e-05,2.99105970348408e-05
ENSG00000141873,SLC39A3,19,1.173,4,LOEUF4,1.07286315710474,3.0692e-07,0,3.222e-07,1.4739e-05,9.5696e-06,3.29283160178586e-07,0,3.45676509219146e-07,1.58129300725667e-05,1.02668712682295e-05
ENSG00000141905,NFIC,19,0.542,2,LOEUF2,1.00400800650103,1.3097e-06,4.2038e-06,2.6748e-06,1.7306e-05,1.3726e-05,1.31494928611439e-06,4.22064885772901e-06,2.68552061578894e-06,1.73753625605067e-05,1.37810138972331e-05
ENSG00000141933,TPGS1,19,1.562,5,LOEUF5,1.60750899222359,2.6281e-07,2.4144e-07,1.4121e-06,7.7682e-06,4.8794e-06,4.22469438246282e-07,3.88116971082464e-07,2.26996344791893e-06,1.24874513533913e-05,7.8436793766558e-06
